episode,iteration,expected,proposed,match,success,latency_ms,resource_usage
12,16,ECC_521,ECC_521,True,True,23.21,0.47
12,16,AES_256_GCM,AES_256_GCM,True,True,19.9,0.36
12,16,AES_192,AES_192,True,True,28.62,0.36
12,16,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,23.84,0.38
12,16,FALLBACK_AES,HYBRID_QKD_PQC,False,True,54.55,0.87
12,17,QKD_BB84,QKD_BB84,True,True,63.37,0.9
12,17,QKD_E91,QKD_E91,True,True,62.24,0.89
12,17,QKD_CV-QKD,QKD_CV-QKD,True,True,53.88,0.9
12,17,QKD_MDI-QKD,QKD_MDI-QKD,True,True,71.16,0.9
12,17,QKD_DECOY,QKD_DECOY,True,True,70.52,0.88
12,17,PQC_KYBER,PQC_KYBER,True,True,30.49,0.68
12,17,PQC_DILITHIUM,PQC_DILITHIUM,True,True,48.11,0.71
12,17,PQC_NTRU,PQC_NTRU,True,True,33.15,0.68
12,17,PQC_SABER,PQC_SABER,True,True,46.35,0.68
12,17,PQC_FALCON,PQC_FALCON,True,True,33.8,0.71
12,17,PQC_SPHINCS,PQC_SPHINCS,True,True,37.33,0.67
12,17,HYBRID_QKD_PQC,PQC_SPHINCS,False,False,162.47,0.74
12,17,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,29.64,0.7
12,17,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,33.94,0.7
12,17,RSA_4096,RSA_4096,True,True,34.07,0.5
12,17,ECC_521,ECC_521,True,True,19.1,0.47
12,17,AES_256_GCM,AES_256_GCM,True,True,29.42,0.34
12,17,AES_192,AES_192,True,True,16.76,0.33
12,17,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,19.0,0.42
12,17,FALLBACK_AES,FALLBACK_AES,True,True,15.88,0.35
12,18,QKD_BB84,QKD_BB84,True,True,49.9,0.9
12,18,QKD_E91,QKD_E91,True,True,61.45,0.89
12,18,QKD_CV-QKD,QKD_CV-QKD,True,True,68.32,0.9
12,18,QKD_MDI-QKD,QKD_MDI-QKD,True,True,65.99,0.9
12,18,QKD_DECOY,QKD_DECOY,True,True,72.73,0.86
12,18,PQC_KYBER,PQC_KYBER,True,True,35.86,0.65
12,18,PQC_DILITHIUM,PQC_DILITHIUM,True,True,43.89,0.66
12,18,PQC_NTRU,PQC_NTRU,True,True,38.38,0.66
12,18,PQC_SABER,PQC_SABER,True,True,29.98,0.71
12,18,PQC_FALCON,PQC_FALCON,True,True,48.52,0.71
12,18,PQC_SPHINCS,QKD_BB84,False,False,214.84,0.97
12,18,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,55.24,0.88
12,18,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,39.18,0.66
12,18,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,42.89,0.67
12,18,RSA_4096,RSA_4096,True,True,35.29,0.53
12,18,ECC_521,ECC_521,True,True,28.78,0.51
12,18,AES_256_GCM,AES_256_GCM,True,True,19.13,0.36
12,18,AES_192,AES_192,True,True,12.51,0.34
12,18,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,14.72,0.39
12,18,FALLBACK_AES,FALLBACK_AES,True,True,25.61,0.39
12,19,QKD_BB84,QKD_BB84,True,True,72.85,0.88
12,19,QKD_E91,QKD_E91,True,True,49.4,0.89
12,19,QKD_CV-QKD,QKD_CV-QKD,True,True,63.49,0.86
12,19,QKD_MDI-QKD,QKD_MDI-QKD,True,True,47.08,0.89
12,19,QKD_DECOY,QKD_DECOY,True,True,50.09,0.91
12,19,PQC_KYBER,PQC_KYBER,True,True,25.59,0.7
12,19,PQC_DILITHIUM,PQC_DILITHIUM,True,True,45.06,0.65
12,19,PQC_NTRU,PQC_NTRU,True,True,26.46,0.69
12,19,PQC_SABER,PQC_SABER,True,True,45.8,0.7
12,19,PQC_FALCON,PQC_FALCON,True,True,26.75,0.67
12,19,PQC_SPHINCS,PQC_SPHINCS,True,True,42.96,0.67
12,19,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,74.47,0.9
12,19,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,42.51,0.71
12,19,HYBRID_ECC_PQC,AES_256_GCM,False,True,29.2,0.34
12,19,RSA_4096,RSA_4096,True,True,39.79,0.54
12,19,ECC_521,ECC_521,True,True,34.74,0.49
12,19,AES_256_GCM,AES_256_GCM,True,True,24.92,0.34
12,19,AES_192,AES_192,True,True,20.94,0.38
12,19,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,24.98,0.43
12,19,FALLBACK_AES,FALLBACK_AES,True,True,17.42,0.35
12,20,QKD_BB84,QKD_BB84,True,True,61.57,0.9
12,20,QKD_E91,QKD_E91,True,True,60.91,0.85
12,20,QKD_CV-QKD,QKD_CV-QKD,True,True,51.52,0.9
12,20,QKD_MDI-QKD,QKD_MDI-QKD,True,True,46.79,0.91
12,20,QKD_DECOY,QKD_DECOY,True,True,69.19,0.88
12,20,PQC_KYBER,PQC_KYBER,True,True,48.69,0.68
12,20,PQC_DILITHIUM,PQC_DILITHIUM,True,True,47.95,0.68
12,20,PQC_NTRU,PQC_NTRU,True,True,25.0,0.69
12,20,PQC_SABER,PQC_SABER,True,True,41.12,0.71
12,20,PQC_FALCON,PQC_FALCON,True,True,38.47,0.7
12,20,PQC_SPHINCS,PQC_SPHINCS,True,True,49.91,0.7
12,20,HYBRID_QKD_PQC,AES_256_GCM,False,True,26.46,0.33
12,20,HYBRID_RSA_PQC,AES_192,False,True,27.66,0.39
12,20,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,36.02,0.66
12,20,RSA_4096,RSA_4096,True,True,34.19,0.49
12,20,ECC_521,QKD_CV-QKD,False,True,73.1,0.88
12,20,AES_256_GCM,AES_256_GCM,True,True,17.08,0.37
12,20,AES_192,AES_192,True,True,21.74,0.34
12,20,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,23.36,0.4
12,20,FALLBACK_AES,PQC_KYBER,False,True,48.05,0.7
12,21,QKD_BB84,QKD_BB84,True,True,50.68,0.9
12,21,QKD_E91,QKD_E91,True,True,73.63,0.9
12,21,QKD_CV-QKD,QKD_CV-QKD,True,True,70.45,0.86
12,21,QKD_MDI-QKD,QKD_MDI-QKD,True,True,69.82,0.9
12,21,QKD_DECOY,QKD_DECOY,True,True,51.07,0.86
12,21,PQC_KYBER,PQC_KYBER,True,True,46.42,0.66
12,21,PQC_DILITHIUM,PQC_DILITHIUM,True,True,27.52,0.7
12,21,PQC_NTRU,PQC_NTRU,True,True,26.98,0.7
12,21,PQC_SABER,PQC_SABER,True,True,46.79,0.65
12,21,PQC_FALCON,PQC_FALCON,True,True,31.0,0.66
12,21,PQC_SPHINCS,PQC_SPHINCS,True,True,45.03,0.65
12,21,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,64.83,0.85
12,21,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,37.89,0.68
12,21,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,39.1,0.65
12,21,RSA_4096,RSA_4096,True,True,29.0,0.52
12,21,ECC_521,ECC_521,True,True,18.56,0.48
12,21,AES_256_GCM,AES_256_GCM,True,True,23.19,0.33
12,21,AES_192,AES_192,True,True,10.8,0.34
12,21,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,27.54,0.41
12,21,FALLBACK_AES,FALLBACK_AES,True,True,15.96,0.35
12,22,QKD_BB84,QKD_BB84,True,False,232.5,0.97
12,22,QKD_E91,QKD_E91,True,True,62.12,0.9
12,22,QKD_CV-QKD,QKD_CV-QKD,True,True,56.51,0.89
12,22,QKD_MDI-QKD,QKD_MDI-QKD,True,True,60.85,0.89
12,22,QKD_DECOY,RSA_4096,False,True,39.66,0.49
12,22,PQC_KYBER,PQC_KYBER,True,True,46.93,0.65
12,22,PQC_DILITHIUM,AES_192,False,False,86.12,0.38
12,22,PQC_NTRU,PQC_NTRU,True,True,47.65,0.7
12,22,PQC_SABER,PQC_SABER,True,True,38.09,0.69
12,22,PQC_FALCON,PQC_FALCON,True,True,43.02,0.67
12,22,PQC_SPHINCS,PQC_SPHINCS,True,True,42.14,0.67
12,22,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,51.99,0.9
12,22,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,39.76,0.66
12,22,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,32.42,0.7
12,22,RSA_4096,AES_192,False,True,21.91,0.35
12,22,ECC_521,ECC_521,True,True,24.74,0.49
12,22,AES_256_GCM,PQC_SABER,False,True,39.19,0.7
12,22,AES_192,AES_192,True,True,21.66,0.33
12,22,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.76,0.37
12,22,FALLBACK_AES,FALLBACK_AES,True,True,17.73,0.38
12,23,QKD_BB84,QKD_BB84,True,True,68.01,0.86
12,23,QKD_E91,QKD_E91,True,True,48.63,0.9
12,23,QKD_CV-QKD,QKD_CV-QKD,True,True,55.8,0.88
12,23,QKD_MDI-QKD,QKD_MDI-QKD,True,True,64.79,0.89
12,23,QKD_DECOY,QKD_DECOY,True,True,73.88,0.9
12,23,PQC_KYBER,PQC_KYBER,True,True,31.17,0.68
12,23,PQC_DILITHIUM,PQC_DILITHIUM,True,True,43.73,0.69
12,23,PQC_NTRU,PQC_NTRU,True,True,27.09,0.69
12,23,PQC_SABER,PQC_SABER,True,True,44.17,0.66
12,23,PQC_FALCON,PQC_FALCON,True,True,47.22,0.66
12,23,PQC_SPHINCS,PQC_SPHINCS,True,True,49.76,0.68
12,23,HYBRID_QKD_PQC,PQC_SABER,False,True,33.71,0.71
12,23,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,43.58,0.66
12,23,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,27.32,0.68
12,23,RSA_4096,RSA_4096,True,True,34.85,0.55
12,23,ECC_521,ECC_521,True,True,19.4,0.49
12,23,AES_256_GCM,QKD_MDI-QKD,False,True,69.1,0.89
12,23,AES_192,AES_192,True,False,112.24,0.41
12,23,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.44,0.42
12,23,FALLBACK_AES,FALLBACK_AES,True,True,14.87,0.37
12,24,QKD_BB84,QKD_BB84,True,True,62.62,0.91
12,24,QKD_E91,QKD_E91,True,True,50.54,0.88
12,24,QKD_CV-QKD,QKD_CV-QKD,True,True,63.26,0.9
12,24,QKD_MDI-QKD,QKD_MDI-QKD,True,True,73.63,0.9
12,24,QKD_DECOY,QKD_DECOY,True,False,278.13,0.96
12,24,PQC_KYBER,PQC_KYBER,True,True,40.23,0.67
12,24,PQC_DILITHIUM,PQC_DILITHIUM,True,True,25.27,0.66
12,24,PQC_NTRU,PQC_NTRU,True,True,40.35,0.68
12,24,PQC_SABER,PQC_SABER,True,True,28.05,0.66
12,24,PQC_FALCON,ECC_521,False,False,141.51,0.53
12,24,PQC_SPHINCS,QKD_E91,False,True,51.86,0.88
12,24,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,50.94,0.88
12,24,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,39.27,0.68
12,24,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,31.96,0.7
12,24,RSA_4096,RSA_4096,True,True,33.31,0.52
12,24,ECC_521,CHACHA20_POLY1305,False,False,96.45,0.43
12,24,AES_256_GCM,ECC_521,False,False,116.48,0.56
12,24,AES_192,AES_192,True,True,19.88,0.38
12,24,CHACHA20_POLY1305,AES_256_GCM,False,True,22.93,0.37
12,24,FALLBACK_AES,FALLBACK_AES,True,True,14.28,0.38
12,25,QKD_BB84,QKD_BB84,True,True,64.68,0.88
12,25,QKD_E91,QKD_E91,True,True,46.15,0.85
12,25,QKD_CV-QKD,QKD_CV-QKD,True,True,48.88,0.85
12,25,QKD_MDI-QKD,QKD_MDI-QKD,True,True,68.87,0.91
12,25,QKD_DECOY,QKD_DECOY,True,True,72.28,0.91
12,25,PQC_KYBER,PQC_KYBER,True,True,45.12,0.67
12,25,PQC_DILITHIUM,PQC_DILITHIUM,True,True,28.52,0.7
12,25,PQC_NTRU,PQC_NTRU,True,True,33.78,0.7
12,25,PQC_SABER,PQC_DILITHIUM,False,True,36.88,0.69
12,25,PQC_FALCON,PQC_FALCON,True,False,145.2,0.75
12,25,PQC_SPHINCS,PQC_SPHINCS,True,True,43.15,0.7
12,25,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,46.52,0.89
12,25,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,48.81,0.71
12,25,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,25.52,0.68
12,25,RSA_4096,RSA_4096,True,True,33.65,0.54
12,25,ECC_521,ECC_521,True,True,32.79,0.47
12,25,AES_256_GCM,AES_256_GCM,True,True,18.11,0.38
12,25,AES_192,AES_192,True,True,23.98,0.35
12,25,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.71,0.39
12,25,FALLBACK_AES,FALLBACK_AES,True,True,19.54,0.34
12,26,QKD_BB84,QKD_BB84,True,False,254.87,0.95
12,26,QKD_E91,QKD_E91,True,False,259.59,0.96
12,26,QKD_CV-QKD,QKD_CV-QKD,True,True,74.23,0.86
12,26,QKD_MDI-QKD,QKD_MDI-QKD,True,True,72.26,0.87
12,26,QKD_DECOY,QKD_DECOY,True,True,72.37,0.87
12,26,PQC_KYBER,PQC_KYBER,True,True,31.54,0.7
12,26,PQC_DILITHIUM,PQC_DILITHIUM,True,True,36.71,0.67
12,26,PQC_NTRU,PQC_NTRU,True,True,25.68,0.69
12,26,PQC_SABER,PQC_SABER,True,True,36.58,0.69
12,26,PQC_FALCON,PQC_FALCON,True,True,26.16,0.65
12,26,PQC_SPHINCS,PQC_SPHINCS,True,True,45.03,0.67
12,26,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,49.93,0.89
12,26,HYBRID_RSA_PQC,QKD_BB84,False,True,52.39,0.9
12,26,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,49.64,0.69
12,26,RSA_4096,RSA_4096,True,True,25.66,0.5
12,26,ECC_521,ECC_521,True,True,21.59,0.46
12,26,AES_256_GCM,AES_256_GCM,True,True,26.87,0.36
12,26,AES_192,AES_192,True,True,29.87,0.35
12,26,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,28.73,0.41
12,26,FALLBACK_AES,FALLBACK_AES,True,True,16.44,0.33
12,27,QKD_BB84,FALLBACK_AES,False,True,23.74,0.38
12,27,QKD_E91,QKD_E91,True,True,65.12,0.87
12,27,QKD_CV-QKD,QKD_CV-QKD,True,True,70.91,0.89
12,27,QKD_MDI-QKD,QKD_MDI-QKD,True,True,50.92,0.88
12,27,QKD_DECOY,QKD_DECOY,True,True,55.25,0.89
12,27,PQC_KYBER,PQC_KYBER,True,True,44.62,0.69
12,27,PQC_DILITHIUM,PQC_DILITHIUM,True,True,34.87,0.66
12,27,PQC_NTRU,PQC_NTRU,True,True,41.79,0.68
12,27,PQC_SABER,PQC_SABER,True,True,46.6,0.66
12,27,PQC_FALCON,PQC_FALCON,True,True,46.64,0.67
12,27,PQC_SPHINCS,PQC_SPHINCS,True,True,34.1,0.66
12,27,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,53.45,0.86
12,27,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,43.34,0.71
12,27,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,27.93,0.69
12,27,RSA_4096,RSA_4096,True,True,31.11,0.52
12,27,ECC_521,ECC_521,True,True,29.38,0.49
12,27,AES_256_GCM,AES_256_GCM,True,False,97.4,0.39
12,27,AES_192,AES_192,True,True,23.6,0.39
12,27,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,17.45,0.42
12,27,FALLBACK_AES,FALLBACK_AES,True,True,13.3,0.36
12,28,QKD_BB84,QKD_BB84,True,True,61.04,0.89
12,28,QKD_E91,QKD_E91,True,True,52.4,0.86
12,28,QKD_CV-QKD,QKD_CV-QKD,True,True,66.31,0.91
12,28,QKD_MDI-QKD,QKD_MDI-QKD,True,True,51.73,0.89
12,28,QKD_DECOY,QKD_DECOY,True,True,74.28,0.88
12,28,PQC_KYBER,FALLBACK_AES,False,True,27.0,0.33
12,28,PQC_DILITHIUM,PQC_DILITHIUM,True,True,48.27,0.71
12,28,PQC_NTRU,PQC_NTRU,True,True,35.47,0.66
12,28,PQC_SABER,RSA_4096,False,False,110.8,0.57
12,28,PQC_FALCON,PQC_FALCON,True,True,30.5,0.68
12,28,PQC_SPHINCS,PQC_SPHINCS,True,True,33.61,0.67
12,28,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,62.6,0.9
12,28,HYBRID_RSA_PQC,ECC_521,False,False,131.08,0.53
12,28,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,38.19,0.69
12,28,RSA_4096,RSA_4096,True,True,24.68,0.5
12,28,ECC_521,ECC_521,True,True,23.17,0.48
12,28,AES_256_GCM,AES_256_GCM,True,True,24.06,0.34
12,28,AES_192,AES_192,True,True,26.0,0.35
12,28,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,26.45,0.41
12,28,FALLBACK_AES,FALLBACK_AES,True,True,22.69,0.33
12,29,QKD_BB84,QKD_BB84,True,True,58.97,0.89
12,29,QKD_E91,QKD_E91,True,True,52.04,0.9
12,29,QKD_CV-QKD,QKD_CV-QKD,True,True,64.9,0.89
12,29,QKD_MDI-QKD,HYBRID_RSA_PQC,False,True,30.38,0.66
12,29,QKD_DECOY,QKD_DECOY,True,True,71.93,0.88
12,29,PQC_KYBER,PQC_KYBER,True,True,26.4,0.66
12,29,PQC_DILITHIUM,PQC_DILITHIUM,True,True,49.63,0.71
12,29,PQC_NTRU,PQC_NTRU,True,True,35.55,0.68
12,29,PQC_SABER,PQC_SABER,True,True,29.46,0.7
12,29,PQC_FALCON,PQC_FALCON,True,True,34.08,0.7
12,29,PQC_SPHINCS,PQC_KYBER,False,True,41.37,0.68
12,29,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,54.51,0.89
12,29,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,28.33,0.7
12,29,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,33.52,0.67
12,29,RSA_4096,RSA_4096,True,True,33.89,0.5
12,29,ECC_521,ECC_521,True,True,23.99,0.47
12,29,AES_256_GCM,AES_256_GCM,True,True,11.85,0.36
12,29,AES_192,AES_192,True,True,28.07,0.35
12,29,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,22.79,0.4
12,29,FALLBACK_AES,FALLBACK_AES,True,True,12.56,0.33
12,30,QKD_BB84,QKD_BB84,True,True,74.24,0.9
12,30,QKD_E91,QKD_E91,True,True,66.24,0.86
12,30,QKD_CV-QKD,QKD_CV-QKD,True,True,51.77,0.9
12,30,QKD_MDI-QKD,QKD_MDI-QKD,True,True,57.95,0.91
12,30,QKD_DECOY,QKD_DECOY,True,True,67.01,0.89
12,30,PQC_KYBER,PQC_KYBER,True,True,48.7,0.68
12,30,PQC_DILITHIUM,PQC_DILITHIUM,True,True,37.35,0.69
12,30,PQC_NTRU,PQC_NTRU,True,True,45.28,0.67
12,30,PQC_SABER,PQC_SABER,True,True,40.04,0.69
12,30,PQC_FALCON,PQC_SABER,False,False,131.61,0.76
12,30,PQC_SPHINCS,PQC_SABER,False,True,48.96,0.66
12,30,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,74.52,0.89
12,30,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,43.39,0.7
12,30,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,33.85,0.7
12,30,RSA_4096,RSA_4096,True,True,25.92,0.53
12,30,ECC_521,ECC_521,True,True,24.62,0.45
12,30,AES_256_GCM,AES_256_GCM,True,True,17.89,0.34
12,30,AES_192,AES_192,True,True,27.83,0.39
12,30,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,30.92,0.4
12,30,FALLBACK_AES,FALLBACK_AES,True,True,27.34,0.38
12,31,QKD_BB84,QKD_BB84,True,False,255.47,0.97
12,31,QKD_E91,QKD_E91,True,True,62.89,0.9
12,31,QKD_CV-QKD,QKD_CV-QKD,True,True,67.63,0.91
12,31,QKD_MDI-QKD,QKD_MDI-QKD,True,True,72.6,0.88
12,31,QKD_DECOY,QKD_DECOY,True,True,51.79,0.87
12,31,PQC_KYBER,PQC_KYBER,True,True,45.05,0.67
12,31,PQC_DILITHIUM,PQC_DILITHIUM,True,True,42.45,0.7
12,31,PQC_NTRU,PQC_NTRU,True,True,25.63,0.7
12,31,PQC_SABER,PQC_SABER,True,True,48.79,0.71
12,31,PQC_FALCON,PQC_FALCON,True,True,47.11,0.69
12,31,PQC_SPHINCS,PQC_SPHINCS,True,True,40.49,0.7
12,31,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,67.69,0.86
12,31,HYBRID_RSA_PQC,HYBRID_ECC_PQC,False,True,48.94,0.66
12,31,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,44.39,0.67
12,31,RSA_4096,RSA_4096,True,True,28.66,0.5
12,31,ECC_521,ECC_521,True,True,28.18,0.48
12,31,AES_256_GCM,AES_256_GCM,True,True,23.96,0.38
12,31,AES_192,AES_192,True,True,14.16,0.35
12,31,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,29.53,0.4
12,31,FALLBACK_AES,FALLBACK_AES,True,True,15.76,0.38
12,32,QKD_BB84,QKD_BB84,True,True,45.96,0.88
12,32,QKD_E91,QKD_E91,True,True,56.07,0.85
12,32,QKD_CV-QKD,QKD_CV-QKD,True,True,73.74,0.9
12,32,QKD_MDI-QKD,QKD_MDI-QKD,True,True,73.5,0.87
12,32,QKD_DECOY,QKD_DECOY,True,True,70.39,0.87
12,32,PQC_KYBER,PQC_KYBER,True,True,43.79,0.66
12,32,PQC_DILITHIUM,PQC_DILITHIUM,True,True,35.8,0.68
12,32,PQC_NTRU,PQC_NTRU,True,True,43.65,0.71
12,32,PQC_SABER,ECC_521,False,True,33.3,0.48
12,32,PQC_FALCON,PQC_FALCON,True,True,37.22,0.67
12,32,PQC_SPHINCS,PQC_SPHINCS,True,True,49.38,0.66
12,32,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,45.1,0.91
12,32,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,49.99,0.71
12,32,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,39.86,0.66
12,32,RSA_4096,RSA_4096,True,True,30.17,0.51
12,32,ECC_521,ECC_521,True,True,20.56,0.48
12,32,AES_256_GCM,AES_256_GCM,True,True,28.51,0.36
12,32,AES_192,AES_192,True,True,29.75,0.37
12,32,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.48,0.37
12,32,FALLBACK_AES,FALLBACK_AES,True,True,25.28,0.37
12,33,QKD_BB84,QKD_BB84,True,True,68.2,0.89
12,33,QKD_E91,QKD_E91,True,True,55.17,0.89
12,33,QKD_CV-QKD,QKD_CV-QKD,True,True,46.58,0.87
12,33,QKD_MDI-QKD,QKD_MDI-QKD,True,True,73.45,0.88
12,33,QKD_DECOY,QKD_DECOY,True,True,71.57,0.88
12,33,PQC_KYBER,PQC_KYBER,True,True,39.61,0.67
12,33,PQC_DILITHIUM,PQC_DILITHIUM,True,True,35.12,0.7
12,33,PQC_NTRU,PQC_NTRU,True,True,25.16,0.67
12,33,PQC_SABER,PQC_SABER,True,True,39.52,0.69
12,33,PQC_FALCON,PQC_FALCON,True,True,27.69,0.71
12,33,PQC_SPHINCS,PQC_SPHINCS,True,True,49.74,0.65
12,33,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,60.19,0.89
12,33,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,43.12,0.67
12,33,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,30.61,0.67
12,33,RSA_4096,RSA_4096,True,True,28.71,0.51
12,33,ECC_521,ECC_521,True,True,32.23,0.48
12,33,AES_256_GCM,AES_256_GCM,True,True,13.71,0.36
12,33,AES_192,AES_192,True,True,27.83,0.34
12,33,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,31.47,0.41
12,33,FALLBACK_AES,FALLBACK_AES,True,True,15.44,0.34
12,34,QKD_BB84,QKD_BB84,True,True,51.59,0.85
12,34,QKD_E91,QKD_E91,True,True,59.56,0.91
12,34,QKD_CV-QKD,QKD_CV-QKD,True,True,54.42,0.85
12,34,QKD_MDI-QKD,QKD_MDI-QKD,True,True,67.22,0.85
12,34,QKD_DECOY,QKD_DECOY,True,True,68.45,0.86
12,34,PQC_KYBER,PQC_KYBER,True,True,48.09,0.7
12,34,PQC_DILITHIUM,PQC_DILITHIUM,True,True,29.59,0.66
12,34,PQC_NTRU,PQC_SPHINCS,False,True,41.26,0.68
12,34,PQC_SABER,PQC_SABER,True,True,29.99,0.68
12,34,PQC_FALCON,PQC_FALCON,True,True,38.29,0.7
12,34,PQC_SPHINCS,PQC_SPHINCS,True,True,38.04,0.68
12,34,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,61.09,0.89
12,34,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,25.44,0.66
12,34,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,44.85,0.67
12,34,RSA_4096,RSA_4096,True,True,32.42,0.52
12,34,ECC_521,ECC_521,True,True,23.74,0.47
12,34,AES_256_GCM,AES_256_GCM,True,True,17.76,0.37
12,34,AES_192,AES_192,True,True,17.48,0.35
12,34,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,31.98,0.42
12,34,FALLBACK_AES,FALLBACK_AES,True,True,25.64,0.34
12,35,QKD_BB84,QKD_BB84,True,True,58.67,0.86
12,35,QKD_E91,CHACHA20_POLY1305,False,False,86.83,0.45
12,35,QKD_CV-QKD,QKD_CV-QKD,True,True,73.67,0.89
12,35,QKD_MDI-QKD,QKD_MDI-QKD,True,True,74.65,0.87
12,35,QKD_DECOY,QKD_DECOY,True,True,72.1,0.85
12,35,PQC_KYBER,PQC_KYBER,True,True,47.0,0.67
12,35,PQC_DILITHIUM,PQC_DILITHIUM,True,True,28.71,0.65
12,35,PQC_NTRU,PQC_NTRU,True,True,27.59,0.7
12,35,PQC_SABER,PQC_SABER,True,True,25.65,0.7
12,35,PQC_FALCON,PQC_FALCON,True,True,40.68,0.7
12,35,PQC_SPHINCS,PQC_SPHINCS,True,True,30.31,0.68
12,35,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,46.26,0.89
12,35,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,39.18,0.7
12,35,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,25.62,0.69
12,35,RSA_4096,RSA_4096,True,True,21.45,0.51
12,35,ECC_521,ECC_521,True,True,19.34,0.49
12,35,AES_256_GCM,AES_256_GCM,True,True,17.04,0.36
12,35,AES_192,AES_192,True,True,28.23,0.34
12,35,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,18.72,0.37
12,35,FALLBACK_AES,FALLBACK_AES,True,True,22.0,0.37
12,36,QKD_BB84,QKD_BB84,True,True,72.8,0.88
12,36,QKD_E91,QKD_E91,True,True,51.24,0.88
12,36,QKD_CV-QKD,QKD_CV-QKD,True,True,46.52,0.88
12,36,QKD_MDI-QKD,QKD_MDI-QKD,True,True,73.53,0.9
12,36,QKD_DECOY,QKD_DECOY,True,True,49.98,0.88
12,36,PQC_KYBER,PQC_KYBER,True,True,29.29,0.71
12,36,PQC_DILITHIUM,PQC_DILITHIUM,True,True,33.55,0.7
12,36,PQC_NTRU,PQC_NTRU,True,True,47.29,0.7
