scenario_name,scenario_category,expected_algorithm,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,diversity_penalty,diversity_bonus,base_success_prob,timestamp
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145104646682739,False,252.78,1.0,0.25,0.0,0.3,2025-12-10T11:29:15.894572
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1686177253723145,False,196.92,1.0,0.25,0.0,0.3,2025-12-10T11:29:24.293552
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127579689025879,True,23.42,0.59,0.2,0.0,0.73,2025-12-10T11:29:32.667939
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.165849924087524,True,66.51,0.82,0.2,0.0,0.35,2025-12-10T11:29:41.080698
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.144356727600098,False,130.71,0.83,0.2,0.0,0.35,2025-12-10T11:29:49.468065
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13228440284729,True,37.57,0.8,0.2,0.0,0.35,2025-12-10T11:29:57.842592
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124257326126099,True,59.09,0.8,0.2,0.0,0.35,2025-12-10T11:30:06.204956
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.117392539978027,True,77.69,0.82,0.2,0.0,0.35,2025-12-10T11:30:14.578868
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.114858865737915,False,275.76,1.0,0.25,0.0,0.3,2025-12-10T11:30:22.926626
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12726092338562,False,110.43,0.79,0.2,0.0,0.35,2025-12-10T11:30:31.310728
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1547980308532715,False,95.48,0.81,0.2,0.0,0.35,2025-12-10T11:30:39.712564
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127410888671875,False,130.26,0.6,0.2,0.0,0.35,2025-12-10T11:30:48.072744
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140904188156128,True,27.34,0.6,0.2,0.0,0.35,2025-12-10T11:30:56.457460
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125906467437744,True,16.93,0.34,0.2,0.0,0.73,2025-12-10T11:31:04.826563
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152218580245972,True,36.65,0.44,0.2,0.0,0.35,2025-12-10T11:31:13.216304
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134860277175903,False,94.21,0.5,0.2,0.0,0.35,2025-12-10T11:31:21.594292
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.125735521316528,True,31.95,0.37,0.1,0.05,0.475,2025-12-10T11:31:29.950297
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.096386194229126,True,40.26,0.78,0.25,0.0,0.68,2025-12-10T11:31:38.797524
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.120934963226318,True,109.03,1.0,0.25,0.0,0.3,2025-12-10T11:31:47.162963
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.150864124298096,False,283.89,1.0,0.25,0.0,0.3,2025-12-10T11:31:55.561088
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.163956880569458,False,276.5,1.0,0.25,0.0,0.3,2025-12-10T11:32:03.985684
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.162249803543091,False,227.1,1.0,0.25,0.0,0.3,2025-12-10T11:32:12.389933
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149658203125,True,22.62,0.61,0.2,0.0,0.73,2025-12-10T11:32:20.794913
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.157325029373169,False,176.91,0.81,0.2,0.0,0.35,2025-12-10T11:32:29.203257
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1091859340667725,False,112.72,0.84,0.2,0.0,0.35,2025-12-10T11:32:37.571115
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133836984634399,False,139.98,0.83,0.2,0.0,0.35,2025-12-10T11:32:45.952334
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.162477731704712,False,122.26,0.81,0.2,0.0,0.35,2025-12-10T11:32:54.373542
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.11851167678833,True,59.92,0.79,0.2,0.0,0.35,2025-12-10T11:33:02.724485
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.148661375045776,True,108.98,1.0,0.25,0.0,0.3,2025-12-10T11:33:11.130392
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146181106567383,False,100.46,0.84,0.2,0.0,0.35,2025-12-10T11:33:19.520711
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12260890007019,False,133.77,0.8,0.2,0.0,0.35,2025-12-10T11:33:27.898071
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.148731708526611,False,153.53,0.6,0.2,0.0,0.35,2025-12-10T11:33:36.305551
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121241331100464,False,115.24,0.61,0.2,0.0,0.35,2025-12-10T11:33:44.660435
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133084058761597,True,17.66,0.36,0.2,0.0,0.73,2025-12-10T11:33:53.040838
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139496803283691,False,116.84,0.43,0.2,0.0,0.35,2025-12-10T11:34:01.432921
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131726980209351,False,115.31,0.48,0.2,0.0,0.35,2025-12-10T11:34:09.824587
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.124651908874512,True,31.41,0.37,0.1,0.05,0.475,2025-12-10T11:34:18.207090
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.106571674346924,True,57.11,0.78,0.25,0.0,0.68,2025-12-10T11:34:27.070746
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.126979112625122,False,267.41,1.0,0.2,0.05,0.375,2025-12-10T11:34:35.451327
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.116068363189697,False,282.5,1.0,0.25,0.0,0.3,2025-12-10T11:34:43.821894
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129546165466309,True,97.58,1.0,0.25,0.0,0.3,2025-12-10T11:34:52.203328
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145005226135254,False,213.61,1.0,0.25,0.0,0.3,2025-12-10T11:35:00.605588
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151715040206909,True,33.22,0.64,0.2,0.0,0.73,2025-12-10T11:35:08.997581
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.148858547210693,False,182.47,0.84,0.2,0.0,0.35,2025-12-10T11:35:17.392183
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125211477279663,False,146.14,0.83,0.2,0.0,0.35,2025-12-10T11:35:25.760353
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1535866260528564,False,139.0,0.79,0.2,0.0,0.35,2025-12-10T11:35:34.162195
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.090605735778809,False,185.51,0.82,0.2,0.0,0.35,2025-12-10T11:35:42.475024
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.163935422897339,False,140.39,0.83,0.2,0.0,0.35,2025-12-10T11:35:50.880708
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.150827169418335,False,234.94,1.0,0.25,0.0,0.3,2025-12-10T11:35:59.275201
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153526782989502,True,55.86,0.81,0.2,0.0,0.35,2025-12-10T11:36:07.661271
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146251916885376,True,30.49,0.82,0.2,0.0,0.35,2025-12-10T11:36:16.064213
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122875690460205,False,134.08,0.64,0.2,0.0,0.35,2025-12-10T11:36:24.431848
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155023813247681,False,139.31,0.56,0.2,0.0,0.35,2025-12-10T11:36:32.844179
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.144499063491821,True,12.83,0.36,0.2,0.0,0.73,2025-12-10T11:36:41.229603
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.157938718795776,True,29.85,0.41,0.2,0.0,0.35,2025-12-10T11:36:49.646344
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152934789657593,False,110.93,0.49,0.2,0.0,0.35,2025-12-10T11:36:58.039321
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.147825241088867,True,47.01,0.39,0.1,0.05,0.475,2025-12-10T11:37:06.440548
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.113926410675049,True,49.75,0.77,0.25,0.0,0.68,2025-12-10T11:37:15.302120
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1416237354278564,False,258.31,1.0,0.25,0.0,0.3,2025-12-10T11:37:23.686909
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.143752098083496,False,248.2,1.0,0.25,0.0,0.3,2025-12-10T11:37:32.076511
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.153151988983154,False,251.69,1.0,0.25,0.0,0.3,2025-12-10T11:37:40.472659
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139122724533081,False,242.29,1.0,0.25,0.0,0.3,2025-12-10T11:37:48.850599
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116832733154297,True,30.5,0.64,0.2,0.0,0.73,2025-12-10T11:37:57.222199
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146685361862183,False,185.68,0.79,0.2,0.0,0.35,2025-12-10T11:38:05.630363
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145936965942383,True,62.8,0.82,0.2,0.0,0.35,2025-12-10T11:38:14.024065
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.095192193984985,True,64.03,0.84,0.2,0.0,0.35,2025-12-10T11:38:22.379844
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149312734603882,False,174.32,0.84,0.2,0.0,0.35,2025-12-10T11:38:30.761480
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145108938217163,True,62.25,0.83,0.2,0.0,0.35,2025-12-10T11:38:39.152192
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129555702209473,False,303.88,1.0,0.25,0.0,0.3,2025-12-10T11:38:47.504791
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.106839418411255,False,106.06,0.83,0.2,0.0,0.35,2025-12-10T11:38:55.845974
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.154264688491821,True,52.2,0.83,0.2,0.0,0.35,2025-12-10T11:39:04.234867
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.103530645370483,False,125.03,0.61,0.2,0.0,0.35,2025-12-10T11:39:12.570834
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.102941513061523,False,109.1,0.57,0.2,0.0,0.35,2025-12-10T11:39:20.932049
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125292539596558,True,16.28,0.32,0.2,0.0,0.73,2025-12-10T11:39:29.317825
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.158064365386963,False,101.34,0.44,0.1,0.0,0.45,2025-12-10T11:39:37.734306
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.091149091720581,True,38.02,0.48,0.2,0.0,0.35,2025-12-10T11:39:46.071549
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.1445231437683105,False,129.25,0.38,0.1,0.05,0.475,2025-12-10T11:39:54.477726
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127492427825928,False,259.02,0.81,0.25,0.0,0.68,2025-12-10T11:40:03.335047
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.148313760757446,False,298.95,1.0,0.25,0.0,0.3,2025-12-10T11:40:11.744548
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.151725769042969,False,273.4,1.0,0.25,0.0,0.3,2025-12-10T11:40:20.158524
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.135820150375366,False,229.08,1.0,0.25,0.0,0.3,2025-12-10T11:40:28.540546
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.14686918258667,False,265.64,1.0,0.25,0.0,0.3,2025-12-10T11:40:36.933009
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1436522006988525,True,34.44,0.59,0.2,0.0,0.73,2025-12-10T11:40:45.319162
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134723901748657,True,60.26,0.81,0.2,0.0,0.35,2025-12-10T11:40:53.709741
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131067991256714,False,117.14,0.84,0.2,0.0,0.35,2025-12-10T11:41:02.095658
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1160759925842285,True,47.56,0.84,0.2,0.0,0.35,2025-12-10T11:41:10.463751
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124847412109375,False,187.52,0.84,0.2,0.0,0.35,2025-12-10T11:41:18.832346
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114745378494263,False,204.13,0.81,0.2,0.0,0.35,2025-12-10T11:41:27.180854
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131626605987549,True,94.58,1.0,0.25,0.0,0.3,2025-12-10T11:41:35.533388
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1299660205841064,False,148.96,0.82,0.2,0.0,0.35,2025-12-10T11:41:43.921463
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127845764160156,True,31.93,0.84,0.2,0.0,0.35,2025-12-10T11:41:52.298284
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1509788036346436,False,144.81,0.62,0.2,0.0,0.35,2025-12-10T11:42:00.695874
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121525764465332,False,149.82,0.59,0.2,0.0,0.35,2025-12-10T11:42:09.060990
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143023252487183,True,15.22,0.32,0.2,0.0,0.73,2025-12-10T11:42:17.444662
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.158328056335449,False,91.76,0.42,0.2,0.0,0.35,2025-12-10T11:42:25.822089
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['RSA_4096', 'AES_256_GCM']",[],6.136397123336792,False,121.08,0.48,0.1,0.05,0.475,2025-12-10T11:42:34.212595
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.129560947418213,True,24.05,0.41,0.1,0.05,0.475,2025-12-10T11:42:42.590890
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.112672805786133,True,56.88,0.8,0.25,0.0,0.68,2025-12-10T11:42:51.450564
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139883279800415,False,292.6,1.0,0.25,0.0,0.3,2025-12-10T11:42:59.843241
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.155627965927124,False,211.58,1.0,0.25,0.0,0.3,2025-12-10T11:43:08.243590
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.150332927703857,False,283.5,1.0,0.25,0.0,0.3,2025-12-10T11:43:16.651225
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1172003746032715,False,205.41,1.0,0.25,0.0,0.3,2025-12-10T11:43:25.000559
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12421989440918,False,115.56,0.59,0.2,0.0,0.73,2025-12-10T11:43:33.383760
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116505861282349,True,55.11,0.81,0.2,0.0,0.35,2025-12-10T11:43:41.757831
