scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp,system_load,available_resources,network_latency
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136415004730225,True,53.44,0.65,2025-10-22T13:10:09.298283,0.48,0.76,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125864744186401,True,39.31,0.65,2025-10-22T13:10:17.767286,0.48,0.78,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.14142918586731,True,69.49,0.85,2025-10-22T13:10:26.246128,0.45,0.8,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127513647079468,True,30.43,0.67,2025-10-22T13:10:36.213609,0.6,0.65,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.1390392780303955,True,38.19,0.48,2025-10-22T13:10:44.694984,0.65,0.55,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141323566436768,True,33.15,0.66,2025-10-22T13:10:53.183528,0.55,0.7,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13496732711792,True,52.35,0.65,2025-10-22T13:11:01.660304,0.48,0.76,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.141359567642212,True,61.33,0.83,2025-10-22T13:11:10.134880,0.3,0.9,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1317243576049805,True,52.95,0.66,2025-10-22T13:11:18.612051,0.55,0.7,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131884813308716,True,53.4,0.67,2025-10-22T13:11:27.086848,0.6,0.6,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123128890991211,True,51.54,0.67,2025-10-22T13:11:35.546317,0.58,0.68,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135439395904541,True,100.37,0.66,2025-10-22T13:11:44.020970,0.55,0.65,280.0
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.122235059738159,True,54.91,0.84,2025-10-22T13:11:52.483045,0.38,0.85,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.124100923538208,True,77.58,0.85,2025-10-22T13:12:00.947743,0.45,0.8,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.13652777671814,True,39.29,0.51,2025-10-22T13:12:09.423882,0.88,0.3,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132648229598999,True,36.89,0.65,2025-10-22T13:12:17.897531,0.5,0.75,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133800745010376,True,53.27,0.65,2025-10-22T13:12:26.375089,0.5,0.75,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.117981433868408,True,34.65,0.67,2025-10-22T13:12:34.831268,0.62,0.58,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140324831008911,True,46.46,0.65,2025-10-22T13:12:43.315418,0.48,0.78,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132112741470337,True,79.19,0.83,2025-10-22T13:12:51.791160,0.35,0.88,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.142460584640503,True,76.58,0.85,2025-10-22T13:13:00.280710,0.48,0.78,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134247064590454,False,87.02,0.67,2025-10-22T13:13:08.757718,0.58,0.68,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146970748901367,True,42.44,0.66,2025-10-22T13:13:17.251721,0.52,0.72,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1284706592559814,True,35.9,0.65,2025-10-22T13:13:27.218174,0.48,0.76,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128525733947754,True,112.12,0.66,2025-10-22T13:13:35.684407,0.55,0.65,280.0
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137842178344727,True,34.27,0.67,2025-10-22T13:13:44.174228,0.62,0.58,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130019426345825,True,52.03,0.67,2025-10-22T13:13:52.646571,0.58,0.68,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.104082107543945,True,47.84,0.84,2025-10-22T13:14:01.094984,0.38,0.85,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1376073360443115,True,33.45,0.65,2025-10-22T13:14:09.579196,0.48,0.78,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.144720077514648,True,51.11,0.85,2025-10-22T13:14:18.072754,0.45,0.8,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127824306488037,True,57.24,0.83,2025-10-22T13:14:26.542204,0.3,0.9,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134961366653442,True,44.58,0.65,2025-10-22T13:14:35.013331,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1392011642456055,True,49.87,0.85,2025-10-22T13:14:43.482981,0.48,0.78,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.135660886764526,True,27.28,0.48,2025-10-22T13:14:51.957237,0.65,0.55,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138934373855591,True,54.82,0.66,2025-10-22T13:15:00.435471,0.55,0.7,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.137173414230347,False,72.51,0.51,2025-10-22T13:15:08.919395,0.88,0.3,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131786346435547,True,48.62,0.67,2025-10-22T13:15:17.386997,0.6,0.65,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136857986450195,True,41.2,0.66,2025-10-22T13:15:25.865561,0.55,0.7,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130808115005493,True,29.82,0.67,2025-10-22T13:15:34.349034,0.6,0.6,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125928640365601,True,47.71,0.66,2025-10-22T13:15:42.816316,0.52,0.72,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132515907287598,True,50.49,0.65,2025-10-22T13:15:51.292697,0.5,0.75,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.127600431442261,False,109.84,0.67,2025-10-22T13:15:59.756858,0.58,0.68,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.141345024108887,True,60.36,0.83,2025-10-22T13:16:08.255689,0.35,0.88,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121360778808594,True,52.47,0.66,2025-10-22T13:16:23.312234,0.55,0.7,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.140808582305908,False,74.67,0.51,2025-10-22T13:16:31.794399,0.88,0.3,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131039142608643,True,57.89,0.83,2025-10-22T13:16:40.263451,0.35,0.88,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1402928829193115,False,106.2,0.85,2025-10-22T13:16:48.744921,0.45,0.8,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.118553638458252,True,41.29,0.65,2025-10-22T13:16:57.208691,0.5,0.75,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.1438210010528564,True,23.13,0.48,2025-10-22T13:17:05.697187,0.65,0.55,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132247447967529,True,82.05,0.83,2025-10-22T13:17:14.173663,0.3,0.9,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140365362167358,True,51.25,0.67,2025-10-22T13:17:22.658610,0.58,0.68,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139860391616821,True,48.48,0.66,2025-10-22T13:17:31.139133,0.55,0.7,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125905513763428,True,34.73,0.65,2025-10-22T13:17:39.613236,0.48,0.76,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129976511001587,True,59.64,0.84,2025-10-22T13:17:48.086416,0.38,0.85,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132840633392334,True,46.99,0.65,2025-10-22T13:17:56.557901,0.5,0.75,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140552282333374,True,35.23,0.65,2025-10-22T13:18:05.042032,0.48,0.78,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.124702215194702,True,27.29,0.47,2025-10-22T13:18:13.500949,0.6,0.65,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1360273361206055,True,54.07,0.85,2025-10-22T13:18:21.976145,0.48,0.78,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129047393798828,True,48.11,0.66,2025-10-22T13:18:30.438004,0.52,0.72,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133936643600464,True,40.95,0.67,2025-10-22T13:18:38.910826,0.58,0.68,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121466875076294,True,53.03,0.67,2025-10-22T13:18:47.376960,0.6,0.6,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13253116607666,True,106.8,0.66,2025-10-22T13:18:55.847102,0.55,0.65,280.0
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1260199546813965,True,49.21,0.67,2025-10-22T13:19:04.322404,0.62,0.58,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142920970916748,True,41.63,0.66,2025-10-22T13:19:14.310794,0.55,0.7,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127371788024902,True,51.58,0.66,2025-10-22T13:19:22.780647,0.52,0.72,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132740020751953,True,64.45,0.84,2025-10-22T13:19:31.265797,0.38,0.85,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146161079406738,True,99.06,0.66,2025-10-22T13:19:39.768320,0.55,0.65,280.0
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.134953498840332,True,29.38,0.51,2025-10-22T13:19:48.243937,0.88,0.3,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142027139663696,True,35.79,0.67,2025-10-22T13:19:56.721192,0.6,0.65,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133461236953735,False,107.41,0.65,2025-10-22T13:20:05.198528,0.5,0.75,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125105381011963,True,83.88,0.85,2025-10-22T13:20:13.662283,0.45,0.8,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140895843505859,True,47.13,0.65,2025-10-22T13:20:22.143018,0.48,0.78,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12874174118042,True,29.47,0.67,2025-10-22T13:20:30.624161,0.58,0.68,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1236302852630615,True,33.97,0.67,2025-10-22T13:20:39.099751,0.58,0.68,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107082366943359,True,52.44,0.66,2025-10-22T13:20:47.548964,0.55,0.7,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.132497787475586,True,31.0,0.48,2025-10-22T13:20:56.017132,0.65,0.55,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128875017166138,True,39.27,0.67,2025-10-22T13:21:04.486201,0.6,0.6,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.11613917350769,True,40.14,0.65,2025-10-22T13:21:12.944453,0.48,0.76,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129509925842285,True,51.15,0.67,2025-10-22T13:21:21.416984,0.62,0.58,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.135416746139526,True,73.74,0.83,2025-10-22T13:21:29.893577,0.3,0.9,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135971784591675,True,49.44,0.65,2025-10-22T13:21:38.375838,0.5,0.75,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129487991333008,True,49.87,0.83,2025-10-22T13:21:46.841457,0.35,0.88,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126445055007935,True,76.93,0.85,2025-10-22T13:21:55.298759,0.48,0.78,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151354551315308,True,49.52,0.66,2025-10-22T13:22:05.295492,0.52,0.72,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.129275798797607,True,29.66,0.51,2025-10-22T13:22:13.767790,0.88,0.3,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.134799957275391,True,64.0,0.84,2025-10-22T13:22:22.242376,0.38,0.85,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130542278289795,True,50.69,0.67,2025-10-22T13:22:30.710124,0.58,0.68,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1441919803619385,True,30.54,0.65,2025-10-22T13:22:39.195923,0.48,0.78,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.138438701629639,False,97.27,0.48,2025-10-22T13:22:47.670887,0.65,0.55,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.130369663238525,True,67.54,0.83,2025-10-22T13:22:56.133636,0.35,0.88,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143501281738281,True,100.58,0.66,2025-10-22T13:23:04.618442,0.55,0.65,280.0
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1257405281066895,True,49.72,0.65,2025-10-22T13:23:13.089694,0.5,0.75,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134911298751831,True,34.55,0.67,2025-10-22T13:23:21.562886,0.6,0.6,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136773109436035,True,41.27,0.65,2025-10-22T13:23:30.041470,0.48,0.76,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145042657852173,True,70.63,0.85,2025-10-22T13:23:38.523763,0.45,0.8,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1271116733551025,True,29.63,0.66,2025-10-22T13:23:46.991748,0.55,0.7,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124653339385986,True,40.02,0.67,2025-10-22T13:23:55.460142,0.6,0.65,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.137940883636475,True,46.4,0.85,2025-10-22T13:24:03.940187,0.48,0.78,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139894485473633,True,64.96,0.83,2025-10-22T13:24:12.422757,0.3,0.9,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125329971313477,True,46.81,0.66,2025-10-22T13:24:20.890983,0.55,0.7,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134262323379517,True,30.42,0.65,2025-10-22T13:24:29.367551,0.5,0.75,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,['AES_256_GCM'],[],6.130640029907227,True,25.76,0.47,2025-10-22T13:24:37.835679,0.62,0.58,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131782531738281,True,48.31,0.67,2025-10-22T13:24:46.306681,0.58,0.68,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130957841873169,True,122.28,0.66,2025-10-22T13:24:56.278455,0.55,0.65,280.0
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152356863021851,True,33.25,0.66,2025-10-22T13:25:04.775306,0.52,0.72,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136595726013184,True,39.52,0.65,2025-10-22T13:25:13.259699,0.5,0.75,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141082286834717,True,32.89,0.67,2025-10-22T13:25:21.734989,0.58,0.68,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135410308837891,True,36.91,0.67,2025-10-22T13:25:30.215153,0.58,0.68,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1411192417144775,True,69.63,0.83,2025-10-22T13:25:38.694449,0.3,0.9,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137050151824951,True,48.58,0.67,2025-10-22T13:25:47.164264,0.6,0.6,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.135122537612915,True,36.94,0.51,2025-10-22T13:25:55.643478,0.88,0.3,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1330201625823975,True,39.02,0.66,2025-10-22T13:26:04.118914,0.55,0.7,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131629228591919,True,49.13,0.67,2025-10-22T13:26:12.591385,0.62,0.58,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131707191467285,True,42.98,0.67,2025-10-22T13:26:21.057041,0.6,0.65,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1172661781311035,True,53.28,0.65,2025-10-22T13:26:29.516654,0.48,0.76,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137173652648926,True,46.43,0.66,2025-10-22T13:26:37.995838,0.55,0.7,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.138017654418945,True,37.39,0.48,2025-10-22T13:26:46.471690,0.65,0.55,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.149686813354492,True,79.08,0.85,2025-10-22T13:26:54.945623,0.45,0.8,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132397174835205,True,55.84,0.83,2025-10-22T13:27:03.415830,0.35,0.88,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136657476425171,True,48.05,0.65,2025-10-22T13:27:11.892449,0.48,0.78,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1398866176605225,True,50.58,0.84,2025-10-22T13:27:20.374686,0.38,0.85,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.137256622314453,True,80.9,0.85,2025-10-22T13:27:28.867794,0.48,0.78,
